builder	model	category	light_description	photo_source	status
Honda Sound Works	Fujiyama Drive American	Overdrive	First-party Fujiyama American model; discrete no-IC drive design with master volume and separate bass/treble gain controls.	https://hondasoundworks.wixsite.com/honda/jss-series	INVENTORY
Honda Sound Works	Fujiyama Drive British	Overdrive	First-party Fujiyama British-voiced model; discrete no-IC drive design with master volume and separate bass/treble gain controls.	https://hondasoundworks.wixsite.com/honda/jss-series	INVENTORY
Honda Sound Works	Fujiyama C	Overdrive	First-party Fujiyama bass drive; discrete no-IC design with master volume and bass/treble gain controls.	https://hondasoundworks.wixsite.com/honda/jss-series	INVENTORY
Honda Sound Works	Stone	Overdrive	Higher-gain Fujiyama-family drive using vintage transistors for a thicker response; documented as a new Fujiyama Drive model.	https://hondasoundworks.wixsite.com/honda/jss-series	INVENTORY
Honda Sound Works	Drive-F	Overdrive	Player-associated HSW overdrive based on a clean-oriented drive concept and adapted for broader use; distinct named production model.	https://hondasoundworks.wixsite.com/honda/jss-series	INVENTORY
Honda Sound Works	Roza	Overdrive	Drive model based on the Fab Drive circuit family with four controls for a broad range of drive settings.	https://hondasoundworks.wixsite.com/honda/jss-series	INVENTORY
Honda Sound Works	Fab Drive	Overdrive	Long-running HSW flagship drive; first-party catalog says it is the culmination of the builder's pre-drive/driving-sound experience with Pre Gain and Real Tube switching.	https://hondasoundworks.wixsite.com/honda/fab-drive	INVENTORY
Honda Sound Works	Dragon	Overdrive	Historical Fab-series drive family; preserved as a distinct named overdrive pending deeper first-party chronology.	https://hondasoundworks.wixsite.com/honda/effector	INVENTORY
Honda Sound Works	Lenny	Overdrive	Historical Fab-series overdrive named in the first-party family catalog.	https://hondasoundworks.wixsite.com/honda/effector	INVENTORY
Honda Sound Works	Memphis	Overdrive	Historical Fab-series drive named in the first-party family catalog.	https://hondasoundworks.wixsite.com/honda/effector	INVENTORY
Honda Sound Works	Breaker	Overdrive	Historical Fujiyama-derived Blues Breaker style variant documented in surviving secondary pedal records; preserved as a variant/relationship pending first-party confirmation.	https://sakaiketlod.blog.fc2.com/blog-entry-21.html	RELATIONSHIP_ONLY
Honda Sound Works	裏DRAGON	Overdrive	Limited rear-side Dragon presentation documented as a TS-style historical HSW variant; retained as relationship-only.	https://blog.livedoor.jp/plug1018/archives/50323312.html	RELATIONSHIP_ONLY
Honda Sound Works	DHARMA	Overdrive	17th-anniversary limited FAB DRIVE-based SRV-mod drive; five-unit special edition, retained as a relationship record.	https://hondasoundworks.wixsite.com/honda/dharma	RELATIONSHIP_ONLY
Honda Sound Works	GOKU	Booster	Natural booster built with vintage transistors; excluded from central dirt because its primary identity is boost.	https://hondasoundworks.wixsite.com/honda/jss-series	RELATIONSHIP_ONLY
Honda Sound Works	FUJIYAMA DELAY	Delay	Vintage Echoplex-inspired delay; excluded from central dirt.	https://hondasoundworks.wixsite.com/honda/jss-series	RELATIONSHIP_ONLY
