name	entity_type	region	era_bucket	dirt_evidence	research_status	source_refs	notes
Sound Land Co., Ltd.	Builder / OEM manufacturer	Taiwan	1970s-present	Roland/BOSS branded guitar effects manufactured in Taiwan; later Maker hart	DISCOVERED	https://soundland.com.tw/edcontent.php?lang=en&ot=all&tb=1	Important factory-level entity. Keep Sound Land separate from Roland/BOSS marketed identities and from later own-brand activity.
Ceriatone Amplification	Builder	Malaysia	2000s-present	Centura and other hand-built guitar pedals	DISCOVERED	https://ceriatone.com/ ; https://www.fuzzfaced.net/ceriatone-centura.html	Malaysian manufacturer founded by Nik Azam; pedal production is distinct from its amplifier business.
GFI System	Builder	Indonesia	2010s-present	Jonassus Drive and broader effects lineup	DISCOVERED	https://guitar.com/features/industry-insider-gfi-system-jakarta-indonesia/	Jakarta boutique effects maker founded by Henry Widjaja; began with a Tube Screamer-inspired drive before expanding into a larger catalog.
SEHAT Effectors	Builder	Indonesia	2010s-present	Multiple fuzz products including Bloom Bender, Telepunk Fuzz, Blown Face and Z Machine	DISCOVERED	https://sehateffectors.com/product-category/fuzz/	Indonesian boutique maker based in Sleman; current fuzz catalog is substantial enough for later builder-level enumeration.
Sinvertek	Builder	China	2010s-present	No.5 Distortion; N5/N5+; Shod-A; MGAT gain family	DISCOVERED	https://equipboard.com/brands/sinvertek	Chinese boutique manufacturer/designer with a documented analog/FET gain family.
FengzaiPedals	Builder	China	2020s-present	Handmade guitar stompbox effects	DISCOVERED	https://reverb.com/shop/fengzaipedals/about	Independent Chinese builder identified through current maker profile; exact dirt catalog should be enumerated later.
Amuzik	Builder / manufacturer candidate	China	2010s-present	G-Fuzz and budget overdrive/distortion products	DISCOVERED	https://equipboard.com/brands/amuzik	Current China-based manufacturer candidate. Formal factory attribution should be kept separate from reseller/marketplace distribution.
A3 Stompbox	Builder	South Korea	2020s-present	DM distortion and hand-wired analog effects	DISCOVERED	https://pedalfilter.com/a3-stompbox/dm	South Korean boutique builder; third-party source describes fully hand-wired production in Korea. Primary-source verification still desirable.
Spicetone Music Technology	Builder	Estonia	2010s-present	Polyphonic overdrive and fuzz systems	DISCOVERED	https://liveweb.spicetone.com/6appeal/features/	Estonian manufacturer with documented in-country design/assembly/testing and analog overdrive/fuzz products.
LeeHooker custom instruments	Builder	Czech Republic	2010s-present	Fuzz Trip and handmade effects	DISCOVERED	https://www.leehooker.com/en/effects/fuzz-trip/	Czech handmade boutique operation. Pedals are made in the Czech Republic; complete dirt catalog remains to be enumerated.
SMR Toys	Builder	Czech Republic	2020s-present	Custom-designed guitar/bass effect pedals	DISCOVERED	https://smr-toys.com/pages/about-us	Emerging Czech maker with hand-soldered, drilled, painted and assembled effects; product-level dirt inventory needs later verification.
Tone Electronix / T.X Pedals	Builder	Portugal	2020s-present	Animalizzer fuzz; Nebulae boost/drive/fuzz	DISCOVERED	https://txpedals.com/ ; https://www.guitarworld.com/news/tone-electronix-unveils-the-animalizzer-an-all-in-one-overdrive-distortion-and-fuzz-pedal	Portuguese one-person builder; current site explicitly states handmade production in Portugal.
True North Pedals	Builder	Canada	2010s-present	Custom and pre-made guitar pedals	DISCOVERED	https://www.northernstomps.com/our-brands	Saskatchewan small-business builder; full dirt catalog and historical scope need enumeration.
Frantone Electronics	Builder	USA	1990s-present	Mellow Yellow, Cream Puff, Peach Fuzz and other fuzz/effects	DISCOVERED	https://en.wikipedia.org/wiki/Frantone_Electronics	American boutique pioneer founded by Fran Blanche in 1994; verify against primary sources during builder completion.
