builder	model	category	light_description	photo_source	status
VIRTUES	Lander	Fuzz	Core Virtues fuzz, introduced as the builder's second model in 2019; a Fuzz Face-family design developed from the builder's vintage Dallas Arbiter reference. Surviving dealer and CULT pages provide exterior product photography and lineage information.	https://www.cult-pedals.com/products/lander-cult-limited-iss-1 ; https://www.cult-pedals.com/products/lander-cult-limited-iss-3	CENTRAL
VIRTUES	Stella	Distortion	Core Virtues distortion introduced after the 2019 Monica/Lander pair; official/dealer material describes low-gain crunch through higher-gain drive and documents bipolar-transistor plus LED combination clipping. Dealer documentation preserves the early RAT/Fringe Logo inspiration.	https://virtues.theshop.jp/items/77825844 ; https://www.mikigakki.com/shop/g/gDZ4595431453014/	CENTRAL
VIRTUES	arca	Overdrive	Core Virtues overdrive released after Stella; current dealer documentation describes its deliberately translucent rather than fully transparent voicing and a gain range extending from clean through classical distortion.	https://www.mikigakki.com/shop/g/gA1-arca/ ; https://www.cult-pedals.com/products/arca-cult-limited	CENTRAL
VIRTUES	Signe	Distortion	CULT-limited Stella-descendant based on an earlier Stella prototype; retained as a separate edition relationship because it has its own retail identity, while its lineage remains subordinate to Stella.	https://www.cult-pedals.com/products/signe	RELATIONSHIP_ONLY
VIRTUES	monica AssH Signature	Overdrive	Artist/signature presentation of the Monica platform; retained as a relationship-only signature variant rather than a new core conceptual model.	https://www.reverb.com/ ; https://www.watanabe-mi.com/	RELATIONSHIP_ONLY
VIRTUES	arca CULT Limited	Overdrive	CULT-limited presentation of arca with its own retail identity and exterior photography; retained as a relationship edition pending stronger evidence of a distinct core circuit family.	https://www.cult-pedals.com/products/arca-cult-limited	RELATIONSHIP_ONLY
VIRTUES	Lander CULT Limited iss.1	Fuzz	Historical CULT limited Lander based on a 1966-68 germanium-transistor Fuzz Face reference; retained as a relationship edition of Lander rather than a separate central family.	https://www.cult-pedals.com/products/lander-cult-limited-iss-1	RELATIONSHIP_ONLY
VIRTUES	Lander CULT Limited iss.2	Fuzz	Historical CULT limited Lander based on a 1969-73 silicon-transistor Fuzz Face reference; retained as a relationship edition of Lander rather than a separate central family.	https://www.cult-pedals.com/ ; https://www.cult-pedals.com/products/lander-cult-limited-iss-3	RELATIONSHIP_ONLY
VIRTUES	Lander CULT Limited iss.3	Fuzz	Later CULT limited Lander that combines and refines the iss.1 germanium and iss.2 silicon reference concepts into one product; retained as a relationship edition of Lander.	https://www.cult-pedals.com/products/lander-cult-limited-iss-3	RELATIONSHIP_ONLY
VIRTUES	Carla	Booster	Virtues-associated full-tube booster; retained as a scope-boundary relationship record because its primary category is booster rather than central overdrive/distortion/fuzz.	https://www.cult-pedals.com/collections/vendors?q=Virtues	RELATIONSHIP_ONLY
