MOD-0055	Gibson / Maestro	Fuzz-Tone FZ-M	Original Collection	2022-present	Modern relaunch / voice revision	Revives the Fuzz-Tone concept in a modern pedalboard enclosure; three controls plus a two-position voicing switch; designed as a new interpretation rather than a literal 1962 enclosure reproduction.	VERIFIED	https://www.gibson.com/pages/user-manuals	Treat as modern Maestro family product, separate from original 1962 FZ-1 specimen identity.
MOD-0056	Gibson / Maestro	Invader Distortion	Original Collection	2022-present	New product	All-analog high-gain distortion; Gain, Tone and Level; top-panel noise-gate switch with internal threshold trim; true bypass; illuminated Maestro logo bugles.	VERIFIED	https://www.gibson.com/en-gb/products/maestro-invader-distortion-effects-pedal	Exterior gate switch and three-knob layout are strong identification markers.
MOD-0057	Gibson / Maestro	Ranger Overdrive	Original Collection	2022-present	New product	All-analog overdrive with Gain, Tone and Level plus Hi/Lo voice switch; modern recreation of the Maestro naming lineage rather than a documented one-to-one vintage reissue.	VERIFIED	https://www.gibson.com/pages/user-manuals	Record as modern Maestro product identity.
MOD-0058	BOSS	DS-1W Distortion	Waza Craft	2022-present	Documented revision / premium edition	Based on DS-1 identity but adds Standard and Custom modes using a newly revised discrete analog circuit; Custom mode is fatter and mid-focused with retuned tone, higher output and sensitivity; Waza enclosure styling.	VERIFIED	https://www.boss.info/us/whats_new/press_releases/2022/boss-announces-ds-1w-distortion/	Do not merge into DS-1 generation; treat Waza as a distinct product edition with its own hardware/electronics identity.
MOD-0059	BOSS	FZ-1W Fuzz	Waza Craft	2021-2022-present	New product / historical interpretation	Entirely new BOSS design inspired by 1960s fuzz rather than a named predecessor; Vintage and Modern modes; Tone control; Waza Craft construction.	VERIFIED	https://articles.boss.info/inside-the-boss-fz-1w-fuzz/	Important lineage case: vintage-inspired but not a reissue of a specific BOSS FZ model.
MOD-0060	EarthQuaker Devices	Special Cranker	Original	2022-present	New product / successor lineage	Three knobs Level, More, Tone plus Germanium/Silicon diode selector; more output and gain than Speaker Cranker with added Tone and selectable diode character; Flexi-Switch; 9-18V operation.	VERIFIED	https://www.earthquakerdevices.com/special-cranker	Strong visual/function distinction from one-knob Speaker Cranker while preserving lineage.
MOD-0061	Wampler Pedals	Moxie	Original	2022-present	New product	TS10-style overdrive platform; Gain, Tone, Volume; Voice and Fat switches; 9-18V operation; true bypass; USA-built.	VERIFIED	https://www.wamplerpedals.com/products/distortion-overdrive/moxie/	Two top-mounted toggles are primary exterior identifiers.
MOD-0062	MXR / Jim Dunlop	Duke of Tone	CSP039	2022-present	Collaboration / product-family extension	Analog Man collaboration; mini-format single-channel derivative of the King of Tone / Prince of Tone lineage; three-control interface with Boost, OD and Distortion modes; no battery, 9V adapter power.	VERIFIED	https://www.jimdunlop.com/mxr-duke-of-tone-overdrive/	Preserve Analog Man design lineage, MXR manufacture/market identity, and CSP039 model identity separately.
MOD-0063	Wren and Cuff	Anna	Claudio Sanchez Signature	2022-present	Artist collaboration / compound pedal	Dual independent drive and op-amp Big Muff-based fuzz; four-position clipping selector and extra drive toggle; Muff tone-bypass switch; can run independently or drive into fuzz; custom album artwork.	VERIFIED	https://www.wrenandcuff.com/products/anna-coheed	Compound-product record: link drive and fuzz lineages independently.
MOD-0064	Fender	Hammertone Overdrive	Hammertone Series	2022-present	New product	Fender-designed analog overdrive; external pre-gain mid boost; internal high-frequency trim; compact aluminum enclosure; top-mounted jacks; true bypass.	VERIFIED	https://www.fender.com/products/hammertone-overdrive	Series-level identity includes gray enclosure and red accents.
MOD-0065	Fender	Hammertone Distortion	Hammertone Series	2022-present	New product	Fender-designed analog distortion; active Bass and Treble controls with broad boost/cut; internal mid and high-frequency trims; compact aluminum enclosure; top-mounted jacks; true bypass.	VERIFIED	https://www.fender.com/products/hammertone-distortion	Gray enclosure with orange accents; active 2-band EQ is a key functional identifier.
