builder	model	category	light_description	photo_source	status
KAMINARI GUITARS	Chinese Food Overdrive	Overdrive	Mini-sized transparent-style overdrive; 2025 original KAMINARI effects release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Jiangshi Face Fuzz	Fuzz	Mini-sized silicon Fuzz Face-style fuzz; 2025 original KAMINARI effects release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Red Brick Overdrive	Overdrive	Overdrive inspired by Plexi-era Marshall sound; 2025 original KAMINARI effects release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Yellow Brick Overdrive	Overdrive	Overdrive inspired by classic Tweed Fender tones; 2025 original KAMINARI effects release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Tower Bender Mk II	Fuzz	British-style fuzz using rare germanium transistors; 2025 original KAMINARI effects release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Black Brick Bass Overdrive	Overdrive	Bass overdrive inspired by Ampeg SVT-series sound; 2026 original hand-wired KAMINARI release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Silver Brick Bass Overdrive	Overdrive	Bass overdrive inspired by 1970s Fender Bassman sound; 2026 original hand-wired KAMINARI release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Midnight Ace Fuzz	Fuzz	2026 fuzz reproducing the FM-3-style sound with heavy low-mid response; original hand-wired/hand-painted KAMINARI release.	https://kaminari-guitars.com/	INVENTORY
KAMINARI GUITARS	Newport Muff '71Δ	Fuzz	2026 vintage-reference fuzz reproducing early Triangle-style Muff character; preserved as a reference-derived product.	https://kaminari-guitars.com/	RELATIONSHIP_ONLY
KAMINARI GUITARS	Newport Muff '73Λ	Fuzz	2026 vintage-reference fuzz reproducing a 1973 violet Big Muff character; preserved as a reference-derived product.	https://kaminari-guitars.com/	RELATIONSHIP_ONLY
KAMINARI GUITARS	Newport Muff '76η	Fuzz	2026 vintage-reference fuzz reproducing later Rams Head-style Big Muff character; preserved as a reference-derived product.	https://kaminari-guitars.com/	RELATIONSHIP_ONLY
KAMINARI GUITARS	Bashamichi Drive	Overdrive	Four-knob Centaur-clone drive; preserved as a reference-derived product rather than an original-design dirt model.	https://kaminari-guitars.com/	RELATIONSHIP_ONLY
