builder	model	category	light_description	photo_source	status
StonegateFx	Booster Goose	Boost	Germanium treble booster with selectable tone bandwidth; hand-built in Toronto since 2019.	https://stonegatefx.com/	INVENTORY
StonegateFx	The Dark Messenger - Germanium Treble Booster	Boost / Treble Booster	Germanium treble booster in the Toronto-made catalog.	https://stonegatefx.com/	INVENTORY
StonegateFx	Divination - Silicon Tonebender	Fuzz	Silicon Tone Bender-style fuzz in the StonegateFx catalog.	https://stonegatefx.com/	INVENTORY
StonegateFx	Transistor Fuzz Face	Fuzz	Silicon Fuzz Face-style fuzz, marketed as Transistor in the Canadian catalog.	https://stonegatefx.com/	INVENTORY
StonegateFx	Fuzz Bouquet	Fuzz / Distortion	Big Muff-style fuzz/distortion pedal.	https://stonegatefx.com/	INVENTORY
StonegateFx	The Figure Filter Fuzz	Fuzz / Filter	Filter fuzz combining fuzz with resonant frequency shaping; current StonegateFx product.	https://stonegatefx.com/	INVENTORY
Mile End Effects	KOLLAPS Fuzz/PreAmp	Fuzz / Preamp	Third and final revision of Mile End's Super Fuzz-inspired design; evolved from limited Don’t Think You Can Escape Your Purpose run.	https://mileendeffects.org/shop/p/kollaps-fuzzpreamp	INVENTORY
Mile End Effects	Sofort, Si Fort	Fuzz	Dual-channel fuzz pairing modified Scrambler and Russian Big Muff-style circuits in tandem or separately.	https://mileendeffects.org/shop/p/sofort-si-fort-pre-order	INVENTORY
Mile End Effects	Pre-Amp 150	Preamp / Boost / Overdrive	Space Echo RE-150-inspired JFET preamp with switchable clean boost for pushing the circuit into more gain.	https://mileendeffects.org/shop/p/preamp-150	INVENTORY
Mile End Effects	Echolette NG-51 Pre-Amp	Preamp / Overdrive	Echolette NG-51-inspired preamp covering glassy boost through fuzz-like overdrive.	https://mileendeffects.org/shop/p/rct5f33r5ncedm6ck1azjcp7zrwjk4	INVENTORY
Mile End Effects	Pique Dynamic Pre Amplifier/Buffer and Harmonic Enhancer	Preamp / Boost / Gain Boundary	Revision/expansion of Pre-Amp 150 with boost, buffer and harmonic enhancement; retain as gain-adjacent boundary record.	https://mileendeffects.org/shop/p/-preamp-boostbuffer-and-harmonic-enhancer	BOUNDARY
Fish Circuits	Lunatique	Fuzz	Gated fuzz with a chaos control blending two circuits toward octave-up, ring-modulated and highly unstable textures.	https://fishcircuits.com/fr/products/lunatique-fuzz	INVENTORY
Fish Circuits	Model One	Overdrive	Preset-style Montreal overdrive documented as moving from amp-like breakup toward fuzzier high-gain textures.	https://equipboard.com/brands/fish-circuits	INVENTORY
Collision Devices	Black Hole Symmetry	Fuzz / Delay / Reverb	Three-part concept pedal with destructive fuzz, modulation delay and spatial reverb; assembled and numbered by hand in France.	https://collisiondevices.com/bhs-fr	INVENTORY
Collision Devices	Singularity	Fuzz	Standalone fuzz channel derived from the Black Hole Symmetry, retained as its own retail model.	https://www.michenaud.com/m646-collision-devices/	INVENTORY
Collision Devices	TARS	Fuzz / Filter	Analog resonant-filter fuzz blending grainy low gain through powerful fuzz/distortion textures.	https://collisiondevices.com/shop/p/tars	INVENTORY
Collision Devices	TARS DLX	Fuzz / Filter	Deluxe evolution of TARS with two resonant analog filters and expanded gain-stacking controls.	https://www.michenaud.com/m646-collision-devices/	INVENTORY
Collision Devices	SNACK Fuzz	Fuzz / Distortion	Compact three-mode fuzz in the Snack series, with soft distortion, phase-offset fuzz and bit-fuzz modes.	https://www.stars-music.fr/collision-devices-snack-fuzz_234304.html	INVENTORY
Collision Devices	FZ	Fuzz / Distortion	Gated fuzz/distortion model in Collision Devices' broader saturation catalog.	https://moogaudio.com/fr/collections/collision-devices	INVENTORY
