builder	model	category	light_description	photo_source	status
JAM Pedals	Octaurus	Fuzz / Octave	Dual-voice octafuzz with selectable clipping options in JAM's Athens-made catalog.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Octaurus NOS	Fuzz / Octave	NOS-transistor Octaurus state with dual voice and clipping options.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Rattler	Distortion	Current JAM distortion model.	https://www.jampedals.com/tag/overdrive-distortion/	INVENTORY
JAM Pedals	Fuzz Phrase Si	Fuzz	Silicon Fuzz Phrase state in JAM's standard catalog.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Fuzz Phrase Ltd	Fuzz	Limited Germanium Fuzz Phrase state retained as a distinct marketed edition.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Rooster Ltd	Boost	Limited germanium frequency booster retained as a gain-adjacent archival record.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	TubeDreamer	Overdrive	Overdrive with selectable high-gain stage.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Lucydreamer	Overdrive	Overdrive with dry-wet mix and high-gain stage.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Double Dreamer	Overdrive	Dual overdrive combining two Dreamer-family channels.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Rattler Mk.1	Distortion	Earlier Rattler state preserved as a distinct historical marketed model.	https://www.jampedals.com/tag/overdrive-distortion/	INVENTORY
JAM Pedals	Rattler Ltd	Distortion	Limited Rattler state with a low-gain stage.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	Red Muck	Fuzz / Distortion	Fuzz-distortion hybrid in JAM's main catalog.	https://www.jampedals.com/products/	INVENTORY
JAM Pedals	LucyDreamer Bass	Overdrive	Bass-specific Dreamer overdrive state.	https://www.jampedals.com/bass-pedals/	INVENTORY
JAM Pedals	Rattler Bass	Distortion	Bass-specific Rattler distortion state.	https://www.jampedals.com/bass-pedals/	INVENTORY
JAM Pedals	Red Muck Bass	Fuzz / Distortion	Bass-specific Red Muck fuzz-distortion state.	https://www.jampedals.com/bass-pedals/	INVENTORY
Drunk Beaver Pedals	Distortion	Distortion	Highly configurable DS-1-derived distortion with multiple op-amp and clipping states.	https://drunk-beaver.rocks/products/distortion	INVENTORY
Drunk Beaver Pedals	Bat Cold War	Distortion	Modernized classic Rat-family distortion with extensive tonal flexibility.	https://drunk-beaver.rocks/	INVENTORY
Drunk Beaver Pedals	Fat Bat	Distortion	Boxed family of Japanese Rat variants with expanded controls.	https://drunk-beaver.rocks/collections/dirt/page/2	INVENTORY
Drunk Beaver Pedals	XR OD-1 OverDrive	Overdrive	Budget XR-series recreation of an Exar overdrive.	https://drunk-beaver.rocks/collections/dirt/page/2	INVENTORY
Drunk Beaver Pedals	XR SF-1 Sustain Filter	Fuzz	Budget XR-series recreation of a PUE Sustain Filter-style fuzz.	https://drunk-beaver.rocks/collections/dirt/page/2	INVENTORY
Drunk Beaver Pedals	Olbia	Overdrive	High-headroom Klon-style drive with active three-band EQ.	https://drunk-beaver.rocks/collections/dirt/page/2	INVENTORY
Drunk Beaver Pedals	Inglorious Bastard	Overdrive	Blues Breaker-inspired drive with expanded loudness and transparency options.	https://drunk-beaver.rocks/collections/dirt/page/2	INVENTORY
Drunk Beaver Pedals	Hoverla	Boost	Germanium treble booster in the Drunk Beaver catalog.	https://drunk-beaver.rocks/collections/dirt/page/2	INVENTORY
Drunk Beaver Pedals	Secret Sauce	Fuzz	Harmonic Percolator-inspired fuzz.	https://drunk-beaver.rocks/collections/fuzz	INVENTORY
Drunk Beaver Pedals	Taras Bulba MK2	Fuzz	Vintage-fuzz reinterpretation with modern controls.	https://drunk-beaver.rocks/collections/fuzz	INVENTORY
Drunk Beaver Pedals	Disambiguation	Fuzz / Distortion	Rat-into-Muff hybrid combining the two gain families in one enclosure.	https://drunk-beaver.rocks/products/disambiguation	INVENTORY
Drunk Beaver Pedals	Disambiguation 2	Fuzz / Distortion	Revised Rat-into-Muff hybrid with independent Rat-stage boost and expanded EQ.	https://drunk-beaver.rocks/products/disambiguation-2	INVENTORY
Drunk Beaver Pedals	Ivan Mazepa	Fuzz / Distortion	Hybrid silicon/germanium fuzz retained in the legacy catalog.	https://drunk-beaver.rocks/collections/legacy	INVENTORY
Drunk Beaver Pedals	Heavy Bat	Distortion	Retired Rat-based distortion with extensive option set.	https://drunk-beaver.rocks/collections/legacy	INVENTORY
Drunk Beaver Pedals	Trainer TS-15	Distortion	Retired solid-state preamp/distortion design in the legacy collection.	https://drunk-beaver.rocks/collections/legacy	INVENTORY
Drunk Beaver Pedals	FET OverBooster	Boost / Preamp	Retired FA-1-inspired gain/preamp design.	https://drunk-beaver.rocks/collections/legacy	INVENTORY
Drunk Beaver Pedals	Fuzz Master	Fuzz	Retired modern take on the Maestro FZ-1S.	https://drunk-beaver.rocks/collections/legacy	INVENTORY
Drunk Beaver Pedals	XR MD-1 Metal Mind	Distortion	XR-series high-gain metal distortion based on a Polish cult classic.	https://drunk-beaver.rocks/	INVENTORY
Drunk Beaver Pedals	Kavun MOS Drive	Overdrive	Discrete MOS op-amp overdrive with Mostortion-derived EQ behavior.	https://drunk-beaver.rocks/	INVENTORY
Drunk Beaver Pedals	Vatra	Overdrive	Vlad Yarun signature TS-808-derived overdrive with MOSFET modification.	https://drunk-beaver.rocks/	INVENTORY
AnalogWise Pedals	Pocket Rocket	Overdrive / Fuzz / Boost	NOS-germanium fuzzy drive ranging from clean boost through overdrive to heavy fuzz.	https://www.analogwisepedals.com/shop/	INVENTORY
AnalogWise Pedals	Pocket Rocket Mk. V	Overdrive / Fuzz / Boost	Later Pocket Rocket state listed in the current shop.	https://www.analogwisepedals.com/shop/	INVENTORY
AnalogWise Pedals	The Driver Mk. II	Overdrive / Fuzz / Boost	Two-stage NOS-germanium design ranging from boost through mellow fuzz.	https://www.analogwisepedals.com/driver/	INVENTORY
