builder	model	category	light_description	photo_source	status
Flattley Guitar Pedals	Centurion	Overdrive	English boutique transparent overdrive inspired by the classic transparent-drive format.	https://flattleyguitarpedals.com/shop/platinum-range/overdrive-platinum-range/centurion-special-transparent-overdrive/	INVENTORY
Flattley Guitar Pedals	Centurion 10 AE	Overdrive	10th Anniversary Centurion state with vintage germanium tube diodes and anniversary finish.	https://www.premierguitar.com/news/flattley-pedals-introduces-centurion	INVENTORY
Flattley Guitar Pedals	Silver Centurion	Overdrive	Silver-range transparent overdrive state with the same core family identity as Centurion.	https://flattleyguitarpedals.com/product-category/guitar-pedals/overdrive/	INVENTORY
Flattley Guitar Pedals	Plexstar	Overdrive	Plexi-style English boutique overdrive.	https://flattleyguitarpedals.com/product-category/guitar-pedals/overdrive/	INVENTORY
Flattley Guitar Pedals	Revolution	Overdrive	Three-in-one dynamic overdrive with multiple gain voices.	https://flattleyguitarpedals.com/product-category/guitar-pedals/overdrive/	INVENTORY
Flattley Guitar Pedals	Revolution 10 AE	Overdrive	10th Anniversary Revolution variant combining three dynamic overdrive voices.	https://flattleyguitarpedals.com/shop/	INVENTORY
Flattley Guitar Pedals	The Joker	Overdrive	Valve-tone overdrive model in the Flattley range.	https://flattleyguitarpedals.com/product-category/guitar-pedals/overdrive/	INVENTORY
Flattley Guitar Pedals	The Outlaw	Overdrive / Boost	Dual pedal pairing Plexi overdrive with a clean tone booster.	https://flattleyguitarpedals.com/product-category/guitar-pedals/overdrive/	INVENTORY
Flattley Guitar Pedals	DG Fuzz	Fuzz	Dual-section fuzz combining a tone booster with a 1960s-style fuzz and period tone stack.	https://flattleyguitarpedals.com/shop/platinum-range/fuzz-platinum-range/dg-fuzz-fuzz/	INVENTORY
Flattley Guitar Pedals	JK Fuzz	Fuzz	Silicon fuzz based on the classic 1960s dual-transistor fuzz format with input and post-fuzz tone refinements.	https://flattleyguitarpedals.com/shop/platinum-range/fuzz-platinum-range/jk-fuzz-silicon-fuzz/	INVENTORY
Flattley Guitar Pedals	Poison Ivy	Fuzz	Octave-harmonic fuzz model in the Flattley catalog.	https://flattleyguitarpedals.com/product-category/guitar-pedals/	INVENTORY
Flattley Guitar Pedals	Solaris Pro	Fuzz / Boost	Fuzz with integrated boost/tone-shaping functions.	https://flattleyguitarpedals.com/product-category/guitar-pedals/	INVENTORY
Flattley Guitar Pedals	Bass Chief	Bass Overdrive	Bass overdrive with treble, bass and blend controls for parallel-style shaping.	https://flattleyguitarpedals.com/shop/bass-pedals/overdrive-boost/bass-chief-bass-overdrive/	INVENTORY
Flattley Guitar Pedals	Bass Poison Ivy	Bass Fuzz	Bass fuzz using parallel fuzz paths and blend control for subtle-to-aggressive textures.	https://flattleyguitarpedals.com/shop/bass-pedals/fuzz/bass-poison-ivy-bass-fuzz/	INVENTORY
Flattley Guitar Pedals	Bass Solaris	Bass Fuzz / Boost	Bass version of the Solaris fuzz-with-boost concept.	https://flattleyguitarpedals.com/shop/	INVENTORY
JNS Inventions	Kleros	Dual Overdrive	Singapore-registered boutique dual overdrive combining switchable Tube Screamer and Klon-inspired stages with flexible routing.	https://jnsinventions.com/pages/kleros	INVENTORY
JNS Inventions	Exodus	Dual Overdrive / Distortion	Dual overdrive combining a modified Bluesbreaker-derived side with a high-gain DRV-inspired side and order switching.	https://jnsinventions.com/pages/exodus	INVENTORY
Mojo Gear FX	Rust Ride	Fuzz	Bulgarian fuzz built around the Fuzzrite-inspired format.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Mojo Fuzz Deluxe BC108	Fuzz	Silicon BC108 version of the Mojo Fuzz Deluxe family.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Mojo Fuzz Deluxe NKT275	Fuzz	Germanium NKT275 version of the Mojo Fuzz Deluxe family.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Mojo Fuzz MKII AC128	Fuzz	Germanium AC128 MKII fuzz state.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Tone Bender MKII Professional	Fuzz	Professional Tone Bender MKII-style fuzz in the Mojo Gear FX range.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Fuzz No. 8	Octave Fuzz	Octave fuzz model in the Bulgarian boutique catalog.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Staccato Machine	Fuzz / Distortion	Experimental high-gain dirt pedal in the Mojo Gear catalog.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Cosmic Ash	Fuzz	Fuzz box inspired by the classic Sam Ash/AstroTone family.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	ODD Preamp 741	Overdrive / Preamp	741-based overdrive/preamp from the Bulgarian catalog.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Tube Drive	Overdrive	Tube/amp-style overdrive pedal in the Mojo Gear FX lineup.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Stratosphere Sing&Drive	Overdrive	Combined sing-and-drive channel-strip style gain pedal.	https://www.mojogearguitarfx.com/	INVENTORY
Mojo Gear FX	Red Boost	Boost	Rangemaster-style treble booster retained as gain-adjacent scope.	https://www.mojogearguitarfx.com/	INVENTORY
